SMI,Date
3251.6,1995-06-21
3217.7,1995-06-22
3254.3,1995-06-23
3255.0,1995-06-26
3277.9,1995-06-27
3277.9,1995-06-28
3277.9,1995-06-29
3317.1,1995-06-30
3297.7,1995-07-03
3297.7,1995-07-04
3297.7,1995-07-05
3297.7,1995-07-06
3384.5,1995-07-07
3395.8,1995-07-10
3376.1,1995-07-11
3368.1,1995-07-12
3361.5,1995-07-13
3314.8,1995-07-14
3284.1,1995-07-17
3292.9,1995-07-18
3233.9,1995-07-19
3254.8,1995-07-20
3219.3,1995-07-21
3257.8,1995-07-24
3253.1,1995-07-25
3249.9,1995-07-26
3219.0,1995-07-27
3221.3,1995-07-28
3211.2,1995-07-31
3191.4,1995-08-01
3198.2,1995-08-02
3236.8,1995-08-03
3248.7,1995-08-04
3279.9,1995-08-07
3270.0,1995-08-08
3221.7,1995-08-09
3253.8,1995-08-10
3262.7,1995-08-11
3245.6,1995-08-14
3242.7,1995-08-15
3253.1,1995-08-16
3260.1,1995-08-17
3266.1,1995-08-18
3272.2,1995-08-21
3280.3,1995-08-22
3270.6,1995-08-23
3243.5,1995-08-24
3253.0,1995-08-25
3264.4,1995-08-28
3296.2,1995-08-29
3298.6,1995-08-30
3309.9,1995-08-31
3360.5,1995-09-01
3354.8,1995-09-04
3385.5,1995-09-05
3400.6,1995-09-06
3383.4,1995-09-07
3408.3,1995-09-08
3581.9,1995-09-11
3549.7,1995-09-12
3506.2,1995-09-13
3540.5,1995-09-14
3558.3,1995-09-15
3578.4,1995-09-18
3561.1,1995-09-19
3583.6,1995-09-20
3605.1,1995-09-21
3611.1,1995-09-22
3629.3,1995-09-25
3647.7,1995-09-26
3677.0,1995-09-27
3658.1,1995-09-28
3671.0,1995-09-29
3640.3,1995-10-02
3646.5,1995-10-03
3654.3,1995-10-04
3648.3,1995-10-05
3606.7,1995-10-06
3611.1,1995-10-09
3611.1,1995-10-10
3611.1,1995-10-11
3594.4,1995-10-12
3601.5,1995-10-13
3566.9,1995-10-16
3575.5,1995-10-17
3589.6,1995-10-18
3607.5,1995-10-19
3603.9,1995-10-20
3601.2,1995-10-23
3628.1,1995-10-24
3673.2,1995-10-25
3647.3,1995-10-26
3668.4,1995-10-27
3668.1,1995-10-30
3696.0,1995-10-31
3658.2,1995-11-01
3651.0,1995-11-02
3651.0,1995-11-03
3635.8,1995-11-06
3611.2,1995-11-07
3591.6,1995-11-08
3583.6,1995-11-09
3534.1,1995-11-10
3521.6,1995-11-13
3556.9,1995-11-14
3557.8,1995-11-15
3582.4,1995-11-16
3572.5,1995-11-17
3572.5,1995-11-20
3593.0,1995-11-21
3584.0,1995-11-22
3587.3,1995-11-23
3550.0,1995-11-24
3547.4,1995-11-27
3572.2,1995-11-28
3572.2,1995-11-29
3583.8,1995-11-30
3558.2,1995-12-01
3537.7,1995-12-04
3556.1,1995-12-05
3544.6,1995-12-06
3568.1,1995-12-07
3572.0,1995-12-08
3585.5,1995-12-11
3547.9,1995-12-12
3575.8,1995-12-13
3575.6,1995-12-14
3600.9,1995-12-15
3607.4,1995-12-18
3593.9,1995-12-19
3600.1,1995-12-20
3628.3,1995-12-21
3643.6,1995-12-22
3655.4,1995-12-25
3687.3,1995-12-26
3701.5,1995-12-27
3699.6,1995-12-28
3723.5,1995-12-29
3703.0,1996-01-01
3732.9,1996-01-02
3728.2,1996-01-03
3750.8,1996-01-04
3757.0,1996-01-05
3771.3,1996-01-08
3731.2,1996-01-09
3732.8,1996-01-10
3773.4,1996-01-11
3788.0,1996-01-12
3810.0,1996-01-15
3785.8,1996-01-16
3755.4,1996-01-17
3678.1,1996-01-18
3656.2,1996-01-19
3649.2,1996-01-22
3661.5,1996-01-23
3566.1,1996-01-24
3585.2,1996-01-25
3482.6,1996-01-26
3537.4,1996-01-29
3537.8,1996-01-30
3549.5,1996-01-31
3518.2,1996-02-01
3494.4,1996-02-02
3494.4,1996-02-05
3604.6,1996-02-06
3623.3,1996-02-07
3629.0,1996-02-08
3662.6,1996-02-09
3653.4,1996-02-12
3643.2,1996-02-13
3623.1,1996-02-14
3630.2,1996-02-15
3650.7,1996-02-16
3646.3,1996-02-19
3670.5,1996-02-20
3664.4,1996-02-21
3698.2,1996-02-22
3683.8,1996-02-23
3713.0,1996-02-26
3725.4,1996-02-27
3714.6,1996-02-28
3722.4,1996-02-29
3692.6,1996-03-01
3682.6,1996-03-04
3646.3,1996-03-05
3654.7,1996-03-06
3623.9,1996-03-07
3634.2,1996-03-08
3627.1,1996-03-11
3637.8,1996-03-12
3684.4,1996-03-13
3694.2,1996-03-14
3678.9,1996-03-15
3687.2,1996-03-18
3716.8,1996-03-19
3722.7,1996-03-20
3690.0,1996-03-21
3690.1,1996-03-22
3694.9,1996-03-25
3694.9,1996-03-26
3635.5,1996-03-27
3661.2,1996-03-28
3697.7,1996-03-29
3699.5,1996-04-01
3696.6,1996-04-02
3736.4,1996-04-03
3737.5,1996-04-04
3760.2,1996-04-05
3771.6,1996-04-08
3771.6,1996-04-09
3813.7,1996-04-10
3818.1,1996-04-11
3807.9,1996-04-12
3797.3,1996-04-15
3805.2,1996-04-16
3813.7,1996-04-17
3822.2,1996-04-18
3790.2,1996-04-19
3793.2,1996-04-22
3803.3,1996-04-23
3788.2,1996-04-24
3775.3,1996-04-25
3742.9,1996-04-26
3753.6,1996-04-29
3758.7,1996-04-30
3763.5,1996-05-01
3732.0,1996-05-02
3723.1,1996-05-03
3725.3,1996-05-06
3736.1,1996-05-07
3749.2,1996-05-08
3784.8,1996-05-09
3815.4,1996-05-10
3811.5,1996-05-13
3812.0,1996-05-14
3827.6,1996-05-15
3829.8,1996-05-16
3825.7,1996-05-17
3856.4,1996-05-20
3897.9,1996-05-21
3888.3,1996-05-22
3892.6,1996-05-23
3883.3,1996-05-24
3861.5,1996-05-27
3882.8,1996-05-28
3891.7,1996-05-29
3878.2,1996-05-30
3845.3,1996-05-31
3884.1,1996-06-03
3902.5,1996-06-04
3874.0,1996-06-05
3924.5,1996-06-06
3910.6,1996-06-07
3913.8,1996-06-10
3835.5,1996-06-11
3874.0,1996-06-12
3885.4,1996-06-13
3857.6,1996-06-14
3860.0,1996-06-17
3839.3,1996-06-18
3869.2,1996-06-19
3850.4,1996-06-20
3874.0,1996-06-21
3880.8,1996-06-24
3890.1,1996-06-25
3875.5,1996-06-26
3869.8,1996-06-27
3869.8,1996-06-28
3869.8,1996-07-01
3922.2,1996-07-02
3948.3,1996-07-03
3942.2,1996-07-04
3942.2,1996-07-05
3942.2,1996-07-08
3940.1,1996-07-09
3923.8,1996-07-10
3922.9,1996-07-11
3944.9,1996-07-12
3966.2,1996-07-15
3947.4,1996-07-16
3975.5,1996-07-17
3983.6,1996-07-18
3979.6,1996-07-19
4007.1,1996-07-22
4019.9,1996-07-23
4009.5,1996-07-24
4023.1,1996-07-25
4115.4,1996-07-26
4161.0,1996-07-29
4125.5,1996-07-30
4127.3,1996-07-31
4182.3,1996-08-01
4169.7,1996-08-02
4209.1,1996-08-05
4272.2,1996-08-06
4282.8,1996-08-07
4296.5,1996-08-08
4305.5,1996-08-09
4309.8,1996-08-12
4357.9,1996-08-13
4384.3,1996-08-14
4408.4,1996-08-15
4444.1,1996-08-16
4436.3,1996-08-19
4464.2,1996-08-20
4514.6,1996-08-21
4490.7,1996-08-22
4525.5,1996-08-23
4530.8,1996-08-26
4522.5,1996-08-27
4463.2,1996-08-28
4503.9,1996-08-29
4539.0,1996-08-30
4519.7,1996-09-02
4487.6,1996-09-03
4460.1,1996-09-04
4513.7,1996-09-05
4547.1,1996-09-06
4605.2,1996-09-09
4638.9,1996-09-10
4684.4,1996-09-11
4677.1,1996-09-12
4676.2,1996-09-13
4609.9,1996-09-16
4636.2,1996-09-17
4556.5,1996-09-18
4519.9,1996-09-19
4535.1,1996-09-20
4442.9,1996-09-23
4491.3,1996-09-24
4497.3,1996-09-25
4558.6,1996-09-26
4620.5,1996-09-27
4659.2,1996-09-30
4659.2,1996-10-01
4659.2,1996-10-02
4501.7,1996-10-03
4488.7,1996-10-04
4463.9,1996-10-07
4471.5,1996-10-08
4588.0,1996-10-09
4582.6,1996-10-10
4634.9,1996-10-11
4626.6,1996-10-14
4604.2,1996-10-15
4586.3,1996-10-16
4643.4,1996-10-17
4625.6,1996-10-18
4665.7,1996-10-21
4699.1,1996-10-22
4740.1,1996-10-23
4752.3,1996-10-24
4781.1,1996-10-25
4836.1,1996-10-28
4772.3,1996-10-29
4793.3,1996-10-30
4855.1,1996-10-31
4897.6,1996-11-01
4897.6,1996-11-04
4953.5,1996-11-05
5029.6,1996-11-06
4988.4,1996-11-07
5016.0,1996-11-08
5016.0,1996-11-11
5004.7,1996-11-12
5042.5,1996-11-13
5084.2,1996-11-14
5134.3,1996-11-15
5141.7,1996-11-18
5157.5,1996-11-19
5157.5,1996-11-20
5081.0,1996-11-21
5178.6,1996-11-22
5176.4,1996-11-25
5181.0,1996-11-26
5196.7,1996-11-27
5190.0,1996-11-28
5133.1,1996-11-29
5132.1,1996-12-02
5041.6,1996-12-03
5150.0,1996-12-04
5207.2,1996-12-05
5238.5,1996-12-06
5251.2,1996-12-09
5320.0,1996-12-10
5368.8,1996-12-11
5361.9,1996-12-12
5308.6,1996-12-13
5364.2,1996-12-16
5384.6,1996-12-17
5362.0,1996-12-18
5345.9,1996-12-19
5405.0,1996-12-20
5510.3,1996-12-23
5561.8,1996-12-24
5587.8,1996-12-25
5576.1,1996-12-26
5662.4,1996-12-27
5669.9,1996-12-30
5700.3,1996-12-31
5620.6,1997-01-01
5654.8,1997-01-02
5674.3,1997-01-03
5804.9,1997-01-06
5846.5,1997-01-07
5947.0,1997-01-08
6012.6,1997-01-09
5977.1,1997-01-10
5885.4,1997-01-13
5801.5,1997-01-14
5845.8,1997-01-15
5844.7,1997-01-16
5927.5,1997-01-17
5868.3,1997-01-20
5737.1,1997-01-21
5620.5,1997-01-22
5677.1,1997-01-23
5869.9,1997-01-24
5849.2,1997-01-27
5847.0,1997-01-28
5888.0,1997-01-29
5842.1,1997-01-30
5929.5,1997-01-31
5898.2,1997-02-03
5898.2,1997-02-04
5771.0,1997-02-05
5765.2,1997-02-06
5812.1,1997-02-07
5922.1,1997-02-10
5864.8,1997-02-11
5825.6,1997-02-12
5808.4,1997-02-13
5682.1,1997-02-14
5579.5,1997-02-17
5498.5,1997-02-18
5405.6,1997-02-19
5580.1,1997-02-20
5690.1,1997-02-21
5668.8,1997-02-24
5475.8,1997-02-25
5473.9,1997-02-26
5363.3,1997-02-27
5409.6,1997-02-28
5217.3,1997-03-03
5216.7,1997-03-04
5271.5,1997-03-05
5447.5,1997-03-06
5478.6,1997-03-07
5478.1,1997-03-10
5532.9,1997-03-11
5505.3,1997-03-12
5445.1,1997-03-13
5356.7,1997-03-14
5280.8,1997-03-17
5281.9,1997-03-18
5321.7,1997-03-19
5417.8,1997-03-20
5550.4,1997-03-21
5629.0,1997-03-24
5611.0,1997-03-25
5705.1,1997-03-26
5730.4,1997-03-27
5732.5,1997-03-28
5667.1,1997-03-31
5716.6,1997-04-01
5691.8,1997-04-02
5673.6,1997-04-03
5754.7,1997-04-04
5825.0,1997-04-07
5929.0,1997-04-08
5897.4,1997-04-09
5846.9,1997-04-10
5822.3,1997-04-11
5732.2,1997-04-14
5699.5,1997-04-15
5792.8,1997-04-16
5836.3,1997-04-17
5815.9,1997-04-18
5806.8,1997-04-21
5751.6,1997-04-22
5777.2,1997-04-23
5862.9,1997-04-24
5803.2,1997-04-25
5651.8,1997-04-28
5689.5,1997-04-29
5533.5,1997-04-30
5279.7,1997-05-01
5479.0,1997-05-02
5370.9,1997-05-05
5467.2,1997-05-06
5581.6,1997-05-07
5538.2,1997-05-08
5601.6,1997-05-09
5557.4,1997-05-12
5438.6,1997-05-13
5459.7,1997-05-14
5483.9,1997-05-15
5434.0,1997-05-16
5418.2,1997-05-19
5437.0,1997-05-20
5565.0,1997-05-21
5574.2,1997-05-22
5571.7,1997-05-23
5650.4,1997-05-26
5725.5,1997-05-27
5645.7,1997-05-28
5666.3,1997-05-29
5738.3,1997-05-30
5772.4,1997-06-02
5775.9,1997-06-03
5875.1,1997-06-04
5919.9,1997-06-05
5922.7,1997-06-06
5969.5,1997-06-09
6009.0,1997-06-10
6095.3,1997-06-11
6103.2,1997-06-12
6056.6,1997-06-13
6021.8,1997-06-16
6018.7,1997-06-17
5986.6,1997-06-18
6092.7,1997-06-19
6122.1,1997-06-20
6115.1,1997-06-23
5989.9,1997-06-24
6049.3,1997-06-25
6044.7,1997-06-26
6046.7,1997-06-27
6046.7,1997-06-30
6046.7,1997-07-01
6190.4,1997-07-02
6267.6,1997-07-03
6265.5,1997-07-04
6265.5,1997-07-07
6265.5,1997-07-08
6397.0,1997-07-09
6375.7,1997-07-10
6390.0,1997-07-11
6330.2,1997-07-14
6251.8,1997-07-15
6062.1,1997-07-16
6169.3,1997-07-17
6149.8,1997-07-18
6148.5,1997-07-21
6274.0,1997-07-22
6340.4,1997-07-23
6397.5,1997-07-24
6391.4,1997-07-25
6356.1,1997-07-28
6391.0,1997-07-29
6411.0,1997-07-30
6424.0,1997-07-31
6508.7,1997-08-01
6530.4,1997-08-04
6582.6,1997-08-05
6688.0,1997-08-06
6720.7,1997-08-07
6708.9,1997-08-08
6772.0,1997-08-11
6857.1,1997-08-12
6828.4,1997-08-13
6860.8,1997-08-14
6931.6,1997-08-15
6856.0,1997-08-18
6898.9,1997-08-19
6905.3,1997-08-20
6990.5,1997-08-21
6966.2,1997-08-22
6953.2,1997-08-25
6986.7,1997-08-26
6986.1,1997-08-27
6945.0,1997-08-28
7065.4,1997-08-29
7118.6,1997-09-01
7153.1,1997-09-02
7273.0,1997-09-03
7259.5,1997-09-04
7130.5,1997-09-05
7077.3,1997-09-08
7197.2,1997-09-09
7187.5,1997-09-10
7246.5,1997-09-11
7276.7,1997-09-12
7267.9,1997-09-15
7328.0,1997-09-16
7261.2,1997-09-17
7236.5,1997-09-18
7132.4,1997-09-19
7143.8,1997-09-22
7300.5,1997-09-23
7341.0,1997-09-24
7407.4,1997-09-25
7472.1,1997-09-26
7415.9,1997-09-29
7530.3,1997-09-30
7536.3,1997-10-01
7585.5,1997-10-02
7615.5,1997-10-03
7638.8,1997-10-06
7725.9,1997-10-07
7827.7,1997-10-08
7744.3,1997-10-09
7588.1,1997-10-10
7624.1,1997-10-13
7624.1,1997-10-14
7624.1,1997-10-15
7662.9,1997-10-16
7616.3,1997-10-17
7500.1,1997-10-20
7453.7,1997-10-21
7500.1,1997-10-22
7369.1,1997-10-23
7308.9,1997-10-24
7265.5,1997-10-27
7232.3,1997-10-28
7053.5,1997-10-29
7180.1,1997-10-30
7241.8,1997-10-31
7401.4,1997-11-03
7401.4,1997-11-04
7640.8,1997-11-05
7596.2,1997-11-06
7610.8,1997-11-07
7536.0,1997-11-10
7587.1,1997-11-11
7677.5,1997-11-12
7627.3,1997-11-13
7582.8,1997-11-14
7550.6,1997-11-17
7519.4,1997-11-18
7371.4,1997-11-19
7483.2,1997-11-20
7495.8,1997-11-21
7495.8,1997-11-24
7542.7,1997-11-25
7657.1,1997-11-26
7731.9,1997-11-27
7633.5,1997-11-28
7605.0,1997-12-01
7656.1,1997-12-02
7656.1,1997-12-03
7657.5,1997-12-04
7676.3,1997-12-05
7592.9,1997-12-08
7699.5,1997-12-09
7743.4,1997-12-10
7716.8,1997-12-11
7652.6,1997-12-12
7498.4,1997-12-15
7417.4,1997-12-16
7342.7,1997-12-17
7388.7,1997-12-18
7562.7,1997-12-19
7488.0,1997-12-22
7518.6,1997-12-23
7511.8,1997-12-24
7624.8,1997-12-25
7667.9,1997-12-26
7794.7,1997-12-29
7816.9,1997-12-30
7881.9,1997-12-31
7882.0,1998-01-01
8038.2,1998-01-02
8047.3,1998-01-05
8099.0,1998-01-06
8166.0,1998-01-07
8160.0,1998-01-08
8227.2,1998-01-09
8205.0,1998-01-12
8192.4,1998-01-13
8141.9,1998-01-14
8180.5,1998-01-15
8158.1,1998-01-16
8126.5,1998-01-19
8288.2,1998-01-20
8400.8,1998-01-21
8412.0,1998-01-22
8340.7,1998-01-23
8229.2,1998-01-26
8205.7,1998-01-27
7998.7,1998-01-28
8093.0,1998-01-29
8102.7,1998-01-30
8205.5,1998-02-02
8239.5,1998-02-03
8139.2,1998-02-04
8170.2,1998-02-05
7943.2,1998-02-06
7846.2,1998-02-09
7952.9,1998-02-10
7721.3,1998-02-11
7447.9,1998-02-12
7607.5,1998-02-13
7552.6,1998-02-16
7676.3,1998-02-17
