State,Industry,Month,index,Series ID,Turnover
New South Wales,Newspaper and book retailing,2010-11,14456,A3349556W,136.1
New South Wales,Newspaper and book retailing,2010-12,14457,A3349556W,188.8
New South Wales,Newspaper and book retailing,2011-01,14458,A3349556W,145.5
New South Wales,Newspaper and book retailing,2011-02,14459,A3349556W,142.7
New South Wales,Newspaper and book retailing,2011-03,14460,A3349556W,162.0
New South Wales,Newspaper and book retailing,2011-04,14461,A3349556W,126.2
New South Wales,Newspaper and book retailing,2011-05,14462,A3349556W,128.1
New South Wales,Newspaper and book retailing,2011-06,14463,A3349556W,130.3
New South Wales,Newspaper and book retailing,2011-07,14464,A3349556W,141.3
New South Wales,Newspaper and book retailing,2011-08,14465,A3349556W,145.9
New South Wales,Newspaper and book retailing,2011-09,14466,A3349556W,135.2
New South Wales,Newspaper and book retailing,2011-10,14467,A3349556W,128.8
New South Wales,Newspaper and book retailing,2011-11,14468,A3349556W,125.5
New South Wales,Newspaper and book retailing,2011-12,14469,A3349556W,164.1
New South Wales,Newspaper and book retailing,2012-01,14470,A3349556W,114.3
New South Wales,Newspaper and book retailing,2012-02,14471,A3349556W,132.3
New South Wales,Newspaper and book retailing,2012-03,14472,A3349556W,142.5
New South Wales,Newspaper and book retailing,2012-04,14473,A3349556W,109.5
New South Wales,Newspaper and book retailing,2012-05,14474,A3349556W,119.0
New South Wales,Newspaper and book retailing,2012-06,14475,A3349556W,110.7
New South Wales,Newspaper and book retailing,2012-07,14476,A3349556W,116.8
New South Wales,Newspaper and book retailing,2012-08,14477,A3349556W,118.8
New South Wales,Newspaper and book retailing,2012-09,14478,A3349556W,110.8
New South Wales,Newspaper and book retailing,2012-10,14479,A3349556W,111.7
New South Wales,Newspaper and book retailing,2012-11,14480,A3349556W,114.1
New South Wales,Newspaper and book retailing,2012-12,14481,A3349556W,130.7
New South Wales,Newspaper and book retailing,2013-01,14482,A3349556W,108.2
New South Wales,Newspaper and book retailing,2013-02,14483,A3349556W,117.7
New South Wales,Newspaper and book retailing,2013-03,14484,A3349556W,113.9
New South Wales,Newspaper and book retailing,2013-04,14485,A3349556W,96.7
New South Wales,Newspaper and book retailing,2013-05,14486,A3349556W,93.0
New South Wales,Newspaper and book retailing,2013-06,14487,A3349556W,77.1
New South Wales,Newspaper and book retailing,2013-07,14488,A3349556W,83.7
New South Wales,Newspaper and book retailing,2013-08,14489,A3349556W,92.4
New South Wales,Newspaper and book retailing,2013-09,14490,A3349556W,87.7
New South Wales,Newspaper and book retailing,2013-10,14491,A3349556W,92.5
New South Wales,Newspaper and book retailing,2013-11,14492,A3349556W,105.0
New South Wales,Newspaper and book retailing,2013-12,14493,A3349556W,131.8
New South Wales,Newspaper and book retailing,2014-01,14494,A3349556W,100.3
New South Wales,Newspaper and book retailing,2014-02,14495,A3349556W,109.7
New South Wales,Newspaper and book retailing,2014-03,14496,A3349556W,118.8
New South Wales,Newspaper and book retailing,2014-04,14497,A3349556W,97.2
New South Wales,Newspaper and book retailing,2014-05,14498,A3349556W,98.0
New South Wales,Newspaper and book retailing,2014-06,14499,A3349556W,90.0
New South Wales,Newspaper and book retailing,2014-07,14500,A3349556W,100.7
New South Wales,Newspaper and book retailing,2014-08,14501,A3349556W,110.8
New South Wales,Newspaper and book retailing,2014-09,14502,A3349556W,98.4
New South Wales,Newspaper and book retailing,2014-10,14503,A3349556W,98.3
New South Wales,Newspaper and book retailing,2014-11,14504,A3349556W,105.3
New South Wales,Newspaper and book retailing,2014-12,14505,A3349556W,125.8
New South Wales,Newspaper and book retailing,2015-01,14506,A3349556W,95.9
New South Wales,Newspaper and book retailing,2015-02,14507,A3349556W,106.0
New South Wales,Newspaper and book retailing,2015-03,14508,A3349556W,111.6
New South Wales,Newspaper and book retailing,2015-04,14509,A3349556W,99.0
New South Wales,Newspaper and book retailing,2015-05,14510,A3349556W,100.8
New South Wales,Newspaper and book retailing,2015-06,14511,A3349556W,86.0
New South Wales,Newspaper and book retailing,2015-07,14512,A3349556W,91.5
New South Wales,Newspaper and book retailing,2015-08,14513,A3349556W,96.0
New South Wales,Newspaper and book retailing,2015-09,14514,A3349556W,89.1
New South Wales,Newspaper and book retailing,2015-10,14515,A3349556W,94.8
New South Wales,Newspaper and book retailing,2015-11,14516,A3349556W,97.2
New South Wales,Newspaper and book retailing,2015-12,14517,A3349556W,118.1
New South Wales,Newspaper and book retailing,2016-01,14518,A3349556W,86.1
New South Wales,Newspaper and book retailing,2016-02,14519,A3349556W,92.4
New South Wales,Newspaper and book retailing,2016-03,14520,A3349556W,96.5
New South Wales,Newspaper and book retailing,2016-04,14521,A3349556W,83.1
New South Wales,Newspaper and book retailing,2016-05,14522,A3349556W,85.0
New South Wales,Newspaper and book retailing,2016-06,14523,A3349556W,74.4
New South Wales,Newspaper and book retailing,2016-07,14524,A3349556W,84.6
New South Wales,Newspaper and book retailing,2016-08,14525,A3349556W,89.5
New South Wales,Newspaper and book retailing,2016-09,14526,A3349556W,83.0
New South Wales,Newspaper and book retailing,2016-10,14527,A3349556W,84.5
New South Wales,Newspaper and book retailing,2016-11,14528,A3349556W,94.8
New South Wales,Newspaper and book retailing,2016-12,14529,A3349556W,128.2
New South Wales,Newspaper and book retailing,2017-01,14530,A3349556W,88.0
New South Wales,Newspaper and book retailing,2017-02,14531,A3349556W,90.2
New South Wales,Newspaper and book retailing,2017-03,14532,A3349556W,95.2
New South Wales,Newspaper and book retailing,2017-04,14533,A3349556W,80.9
New South Wales,Newspaper and book retailing,2017-05,14534,A3349556W,89.1
New South Wales,Newspaper and book retailing,2017-06,14535,A3349556W,79.3
New South Wales,Newspaper and book retailing,2017-07,14536,A3349556W,87.8
New South Wales,Newspaper and book retailing,2017-08,14537,A3349556W,92.1
New South Wales,Newspaper and book retailing,2017-09,14538,A3349556W,85.3
New South Wales,Newspaper and book retailing,2017-10,14539,A3349556W,84.0
New South Wales,Newspaper and book retailing,2017-11,14540,A3349556W,94.7
New South Wales,Newspaper and book retailing,2017-12,14541,A3349556W,116.3
New South Wales,Newspaper and book retailing,2018-01,14542,A3349556W,83.4
New South Wales,Newspaper and book retailing,2018-02,14543,A3349556W,81.5
New South Wales,Newspaper and book retailing,2018-03,14544,A3349556W,86.6
New South Wales,Newspaper and book retailing,2018-04,14545,A3349556W,77.7
New South Wales,Newspaper and book retailing,2018-05,14546,A3349556W,81.4
New South Wales,Newspaper and book retailing,2018-06,14547,A3349556W,77.6
New South Wales,Newspaper and book retailing,2018-07,14548,A3349556W,78.5
New South Wales,Newspaper and book retailing,2018-08,14549,A3349556W,92.6
New South Wales,Newspaper and book retailing,2018-09,14550,A3349556W,80.7
New South Wales,Newspaper and book retailing,2018-10,14551,A3349556W,74.2
New South Wales,Newspaper and book retailing,2018-11,14552,A3349556W,82.5
New South Wales,Newspaper and book retailing,2018-12,14553,A3349556W,108.9
Northern Territory,Newspaper and book retailing,1988-04,21331,A3349924R,1.8
Northern Territory,Newspaper and book retailing,1988-05,21332,A3349924R,2.0
Northern Territory,Newspaper and book retailing,1988-06,21333,A3349924R,2.4
Northern Territory,Newspaper and book retailing,1988-07,21334,A3349924R,2.4
Northern Territory,Newspaper and book retailing,1988-08,21335,A3349924R,2.6
Northern Territory,Newspaper and book retailing,1988-09,21336,A3349924R,2.4
Northern Territory,Newspaper and book retailing,1988-10,21337,A3349924R,2.4
Northern Territory,Newspaper and book retailing,1988-11,21338,A3349924R,2.4
Northern Territory,Newspaper and book retailing,1988-12,21339,A3349924R,2.5
Northern Territory,Newspaper and book retailing,1989-01,21340,A3349924R,1.8
Northern Territory,Newspaper and book retailing,1989-02,21341,A3349924R,1.9
Northern Territory,Newspaper and book retailing,1989-03,21342,A3349924R,1.9
Northern Territory,Newspaper and book retailing,1989-04,21343,A3349924R,2.0
Northern Territory,Newspaper and book retailing,1989-05,21344,A3349924R,2.2
Northern Territory,Newspaper and book retailing,1989-06,21345,A3349924R,2.2
Northern Territory,Newspaper and book retailing,1989-07,21346,A3349924R,2.7
Northern Territory,Newspaper and book retailing,1989-08,21347,A3349924R,3.0
Northern Territory,Newspaper and book retailing,1989-09,21348,A3349924R,2.4
Northern Territory,Newspaper and book retailing,1989-10,21349,A3349924R,2.1
Northern Territory,Newspaper and book retailing,1989-11,21350,A3349924R,2.1
Northern Territory,Newspaper and book retailing,1989-12,21351,A3349924R,2.8
Northern Territory,Newspaper and book retailing,1990-01,21352,A3349924R,2.1
Northern Territory,Newspaper and book retailing,1990-02,21353,A3349924R,2.1
Northern Territory,Newspaper and book retailing,1990-03,21354,A3349924R,2.2
Northern Territory,Newspaper and book retailing,1990-04,21355,A3349924R,2.2
Northern Territory,Newspaper and book retailing,1990-05,21356,A3349924R,2.5
Northern Territory,Newspaper and book retailing,1990-06,21357,A3349924R,2.4
Northern Territory,Newspaper and book retailing,1990-07,21358,A3349924R,2.5
Northern Territory,Newspaper and book retailing,1990-08,21359,A3349924R,2.6
Northern Territory,Newspaper and book retailing,1990-09,21360,A3349924R,2.3
Northern Territory,Newspaper and book retailing,1990-10,21361,A3349924R,2.4
Northern Territory,Newspaper and book retailing,1990-11,21362,A3349924R,2.1
Northern Territory,Newspaper and book retailing,1990-12,21363,A3349924R,2.1
Northern Territory,Newspaper and book retailing,1991-01,21364,A3349924R,1.8
Northern Territory,Newspaper and book retailing,1991-02,21365,A3349924R,1.7
Northern Territory,Newspaper and book retailing,1991-03,21366,A3349924R,1.8
Northern Territory,Newspaper and book retailing,1991-04,21367,A3349924R,1.8
Northern Territory,Newspaper and book retailing,1991-05,21368,A3349924R,2.2
Northern Territory,Newspaper and book retailing,1991-06,21369,A3349924R,2.4
Northern Territory,Newspaper and book retailing,1991-07,21370,A3349924R,2.3
Northern Territory,Newspaper and book retailing,1991-08,21371,A3349924R,2.4
Northern Territory,Newspaper and book retailing,1991-09,21372,A3349924R,2.4
Northern Territory,Newspaper and book retailing,1991-10,21373,A3349924R,2.6
Northern Territory,Newspaper and book retailing,1991-11,21374,A3349924R,2.4
Northern Territory,Newspaper and book retailing,1991-12,21375,A3349924R,2.9
Northern Territory,Newspaper and book retailing,1992-01,21376,A3349924R,2.2
Northern Territory,Newspaper and book retailing,1992-02,21377,A3349924R,2.5
Northern Territory,Newspaper and book retailing,1992-03,21378,A3349924R,3.1
Northern Territory,Newspaper and book retailing,1992-04,21379,A3349924R,2.9
Northern Territory,Newspaper and book retailing,1992-05,21380,A3349924R,3.4
Northern Territory,Newspaper and book retailing,1992-06,21381,A3349924R,3.1
Northern Territory,Newspaper and book retailing,1992-07,21382,A3349924R,3.3
Northern Territory,Newspaper and book retailing,1992-08,21383,A3349924R,3.3
Northern Territory,Newspaper and book retailing,1992-09,21384,A3349924R,3.1
Northern Territory,Newspaper and book retailing,1992-10,21385,A3349924R,3.0
Northern Territory,Newspaper and book retailing,1992-11,21386,A3349924R,2.9
Northern Territory,Newspaper and book retailing,1992-12,21387,A3349924R,3.9
Northern Territory,Newspaper and book retailing,1993-01,21388,A3349924R,2.3
Northern Territory,Newspaper and book retailing,1993-02,21389,A3349924R,2.6
Northern Territory,Newspaper and book retailing,1993-03,21390,A3349924R,2.5
Northern Territory,Newspaper and book retailing,1993-04,21391,A3349924R,2.4
Northern Territory,Newspaper and book retailing,1993-05,21392,A3349924R,2.4
Northern Territory,Newspaper and book retailing,1993-06,21393,A3349924R,2.5
Northern Territory,Newspaper and book retailing,1993-07,21394,A3349924R,3.4
Northern Territory,Newspaper and book retailing,1993-08,21395,A3349924R,2.5
Northern Territory,Newspaper and book retailing,1993-09,21396,A3349924R,3.2
Northern Territory,Newspaper and book retailing,1993-10,21397,A3349924R,2.6
Northern Territory,Newspaper and book retailing,1993-11,21398,A3349924R,2.6
Northern Territory,Newspaper and book retailing,1993-12,21399,A3349924R,2.2
Northern Territory,Newspaper and book retailing,1994-01,21400,A3349924R,1.8
Northern Territory,Newspaper and book retailing,1994-02,21401,A3349924R,1.8
Northern Territory,Newspaper and book retailing,1994-03,21402,A3349924R,2.3
Northern Territory,Newspaper and book retailing,1994-04,21403,A3349924R,2.1
Northern Territory,Newspaper and book retailing,1994-05,21404,A3349924R,2.4
Northern Territory,Newspaper and book retailing,1994-06,21405,A3349924R,2.4
Northern Territory,Newspaper and book retailing,1994-07,21406,A3349924R,2.8
Northern Territory,Newspaper and book retailing,1994-08,21407,A3349924R,2.9
Northern Territory,Newspaper and book retailing,1994-09,21408,A3349924R,2.7
Northern Territory,Newspaper and book retailing,1994-10,21409,A3349924R,3.3
Northern Territory,Newspaper and book retailing,1994-11,21410,A3349924R,3.5
Northern Territory,Newspaper and book retailing,1994-12,21411,A3349924R,3.9
Northern Territory,Newspaper and book retailing,1995-01,21412,A3349924R,3.3
Northern Territory,Newspaper and book retailing,1995-02,21413,A3349924R,3.4
Northern Territory,Newspaper and book retailing,1995-03,21414,A3349924R,3.4
Northern Territory,Newspaper and book retailing,1995-04,21415,A3349924R,3.1
Northern Territory,Newspaper and book retailing,1995-05,21416,A3349924R,3.6
Northern Territory,Newspaper and book retailing,1995-06,21417,A3349924R,3.8
Northern Territory,Newspaper and book retailing,1995-07,21418,A3349924R,3.9
Northern Territory,Newspaper and book retailing,1995-08,21419,A3349924R,4.1
Northern Territory,Newspaper and book retailing,1995-09,21420,A3349924R,3.5
Northern Territory,Newspaper and book retailing,1995-10,21421,A3349924R,3.8
Northern Territory,Newspaper and book retailing,1995-11,21422,A3349924R,3.6
Northern Territory,Newspaper and book retailing,1995-12,21423,A3349924R,3.6
Northern Territory,Newspaper and book retailing,1996-01,21424,A3349924R,2.9
Northern Territory,Newspaper and book retailing,1996-02,21425,A3349924R,3.0
Northern Territory,Newspaper and book retailing,1996-03,21426,A3349924R,2.7
Northern Territory,Newspaper and book retailing,1996-04,21427,A3349924R,2.9
Northern Territory,Newspaper and book retailing,1996-05,21428,A3349924R,2.8
Northern Territory,Newspaper and book retailing,1996-06,21429,A3349924R,2.8
Northern Territory,Newspaper and book retailing,1996-07,21430,A3349924R,2.8
Northern Territory,Newspaper and book retailing,1996-08,21431,A3349924R,2.9
Northern Territory,Newspaper and book retailing,1996-09,21432,A3349924R,2.6
Northern Territory,Newspaper and book retailing,1996-10,21433,A3349924R,2.9
Northern Territory,Newspaper and book retailing,1996-11,21434,A3349924R,2.5
Northern Territory,Newspaper and book retailing,1996-12,21435,A3349924R,2.5
Northern Territory,Newspaper and book retailing,1997-01,21436,A3349924R,2.3
Northern Territory,Newspaper and book retailing,1997-02,21437,A3349924R,2.1
Northern Territory,Newspaper and book retailing,1997-03,21438,A3349924R,2.1
Northern Territory,Newspaper and book retailing,1997-04,21439,A3349924R,2.8
Northern Territory,Newspaper and book retailing,1997-05,21440,A3349924R,2.7
Northern Territory,Newspaper and book retailing,1997-06,21441,A3349924R,3.4
Northern Territory,Newspaper and book retailing,1997-07,21442,A3349924R,3.2
Northern Territory,Newspaper and book retailing,1997-08,21443,A3349924R,3.5
Northern Territory,Newspaper and book retailing,1997-09,21444,A3349924R,3.3
Northern Territory,Newspaper and book retailing,1997-10,21445,A3349924R,3.7
Northern Territory,Newspaper and book retailing,1997-11,21446,A3349924R,3.8
Northern Territory,Newspaper and book retailing,1997-12,21447,A3349924R,4.0
Northern Territory,Newspaper and book retailing,1998-01,21448,A3349924R,3.6
Northern Territory,Newspaper and book retailing,1998-02,21449,A3349924R,4.0
Northern Territory,Newspaper and book retailing,1998-03,21450,A3349924R,4.1
Northern Territory,Newspaper and book retailing,1998-04,21451,A3349924R,3.0
Northern Territory,Newspaper and book retailing,1998-05,21452,A3349924R,3.0
Northern Territory,Newspaper and book retailing,1998-06,21453,A3349924R,3.1
Northern Territory,Newspaper and book retailing,1998-07,21454,A3349924R,3.1
Northern Territory,Newspaper and book retailing,1998-08,21455,A3349924R,3.2
Northern Territory,Newspaper and book retailing,1998-09,21456,A3349924R,3.3
Northern Territory,Newspaper and book retailing,1998-10,21457,A3349924R,3.3
Northern Territory,Newspaper and book retailing,1998-11,21458,A3349924R,3.1
Northern Territory,Newspaper and book retailing,1998-12,21459,A3349924R,3.6
Northern Territory,Newspaper and book retailing,1999-01,21460,A3349924R,2.9
Northern Territory,Newspaper and book retailing,1999-02,21461,A3349924R,2.9
Northern Territory,Newspaper and book retailing,1999-03,21462,A3349924R,3.1
Northern Territory,Newspaper and book retailing,1999-04,21463,A3349924R,3.3
Northern Territory,Newspaper and book retailing,1999-05,21464,A3349924R,3.5
Northern Territory,Newspaper and book retailing,1999-06,21465,A3349924R,3.5
Northern Territory,Newspaper and book retailing,1999-07,21466,A3349924R,3.2
Northern Territory,Newspaper and book retailing,1999-08,21467,A3349924R,3.3
Northern Territory,Newspaper and book retailing,1999-09,21468,A3349924R,3.4
Northern Territory,Newspaper and book retailing,1999-10,21469,A3349924R,3.3
Northern Territory,Newspaper and book retailing,1999-11,21470,A3349924R,3.5
Northern Territory,Newspaper and book retailing,1999-12,21471,A3349924R,3.4
Northern Territory,Newspaper and book retailing,2000-01,21472,A3349924R,2.7
Northern Territory,Newspaper and book retailing,2000-02,21473,A3349924R,2.9
Northern Territory,Newspaper and book retailing,2000-03,21474,A3349924R,3.0
Northern Territory,Newspaper and book retailing,2000-04,21475,A3349924R,2.9
Northern Territory,Newspaper and book retailing,2000-05,21476,A3349924R,2.7
Northern Territory,Newspaper and book retailing,2000-06,21477,A3349924R,2.9
Northern Territory,Newspaper and book retailing,2000-07,21478,A3349924R,3.7
Northern Territory,Newspaper and book retailing,2000-08,21479,A3349924R,4.1
Northern Territory,Newspaper and book retailing,2000-09,21480,A3349924R,3.5
Northern Territory,Newspaper and book retailing,2000-10,21481,A3349924R,3.2
Northern Territory,Newspaper and book retailing,2000-11,21482,A3349924R,3.2
Northern Territory,Newspaper and book retailing,2000-12,21483,A3349924R,4.1
Northern Territory,Newspaper and book retailing,2001-01,21484,A3349924R,2.7
Northern Territory,Newspaper and book retailing,2001-02,21485,A3349924R,2.7
Northern Territory,Newspaper and book retailing,2001-03,21486,A3349924R,2.9
Northern Territory,Newspaper and book retailing,2001-04,21487,A3349924R,2.4
Northern Territory,Newspaper and book retailing,2001-05,21488,A3349924R,2.7
Northern Territory,Newspaper and book retailing,2001-06,21489,A3349924R,2.7
Northern Territory,Newspaper and book retailing,2001-07,21490,A3349924R,3.0
Northern Territory,Newspaper and book retailing,2001-08,21491,A3349924R,3.1
Northern Territory,Newspaper and book retailing,2001-09,21492,A3349924R,2.9
Northern Territory,Newspaper and book retailing,2001-10,21493,A3349924R,2.9
Northern Territory,Newspaper and book retailing,2001-11,21494,A3349924R,2.7
Northern Territory,Newspaper and book retailing,2001-12,21495,A3349924R,3.1
Northern Territory,Newspaper and book retailing,2002-01,21496,A3349924R,3.2
Northern Territory,Newspaper and book retailing,2002-02,21497,A3349924R,3.2
Northern Territory,Newspaper and book retailing,2002-03,21498,A3349924R,3.4
Northern Territory,Newspaper and book retailing,2002-04,21499,A3349924R,3.4
Northern Territory,Newspaper and book retailing,2002-05,21500,A3349924R,3.7
Northern Territory,Newspaper and book retailing,2002-06,21501,A3349924R,3.6
Northern Territory,Newspaper and book retailing,2002-07,21502,A3349924R,2.8
Northern Territory,Newspaper and book retailing,2002-08,21503,A3349924R,2.9
Northern Territory,Newspaper and book retailing,2002-09,21504,A3349924R,2.7
Northern Territory,Newspaper and book retailing,2002-10,21505,A3349924R,2.6
Northern Territory,Newspaper and book retailing,2002-11,21506,A3349924R,2.5
Northern Territory,Newspaper and book retailing,2002-12,21507,A3349924R,2.9
Northern Territory,Newspaper and book retailing,2003-01,21508,A3349924R,2.2
Northern Territory,Newspaper and book retailing,2003-02,21509,A3349924R,2.3
Northern Territory,Newspaper and book retailing,2003-03,21510,A3349924R,2.3
Northern Territory,Newspaper and book retailing,2003-04,21511,A3349924R,2.6
Northern Territory,Newspaper and book retailing,2003-05,21512,A3349924R,2.9
Northern Territory,Newspaper and book retailing,2003-06,21513,A3349924R,3.0
Northern Territory,Newspaper and book retailing,2003-07,21514,A3349924R,3.2
Northern Territory,Newspaper and book retailing,2003-08,21515,A3349924R,3.1
Northern Territory,Newspaper and book retailing,2003-09,21516,A3349924R,3.1
Northern Territory,Newspaper and book retailing,2003-10,21517,A3349924R,2.9
Northern Territory,Newspaper and book retailing,2003-11,21518,A3349924R,2.8
Northern Territory,Newspaper and book retailing,2003-12,21519,A3349924R,3.7
Northern Territory,Newspaper and book retailing,2004-01,21520,A3349924R,2.6
Northern Territory,Newspaper and book retailing,2004-02,21521,A3349924R,2.8
Northern Territory,Newspaper and book retailing,2004-03,21522,A3349924R,2.9
Northern Territory,Newspaper and book retailing,2004-04,21523,A3349924R,2.7
Northern Territory,Newspaper and book retailing,2004-05,21524,A3349924R,2.9
Northern Territory,Newspaper and book retailing,2004-06,21525,A3349924R,3.0
Northern Territory,Newspaper and book retailing,2004-07,21526,A3349924R,3.2
Northern Territory,Newspaper and book retailing,2004-08,21527,A3349924R,3.1
Northern Territory,Newspaper and book retailing,2004-09,21528,A3349924R,3.0
Northern Territory,Newspaper and book retailing,2004-10,21529,A3349924R,3.2
Northern Territory,Newspaper and book retailing,2004-11,21530,A3349924R,3.0
Northern Territory,Newspaper and book retailing,2004-12,21531,A3349924R,3.8
Northern Territory,Newspaper and book retailing,2005-01,21532,A3349924R,3.0
Northern Territory,Newspaper and book retailing,2005-02,21533,A3349924R,2.8
Northern Territory,Newspaper and book retailing,2005-03,21534,A3349924R,3.0
Northern Territory,Newspaper and book retailing,2005-04,21535,A3349924R,3.0
Northern Territory,Newspaper and book retailing,2005-05,21536,A3349924R,3.0
Northern Territory,Newspaper and book retailing,2005-06,21537,A3349924R,3.0
Northern Territory,Newspaper and book retailing,2005-07,21538,A3349924R,2.9
Northern Territory,Newspaper and book retailing,2005-08,21539,A3349924R,3.0
Northern Territory,Newspaper and book retailing,2005-09,21540,A3349924R,2.8
Northern Territory,Newspaper and book retailing,2005-10,21541,A3349924R,2.7
Northern Territory,Newspaper and book retailing,2005-11,21542,A3349924R,2.4
Northern Territory,Newspaper and book retailing,2005-12,21543,A3349924R,2.9
Northern Territory,Newspaper and book retailing,2006-01,21544,A3349924R,1.7
Northern Territory,Newspaper and book retailing,2006-02,21545,A3349924R,1.6
Northern Territory,Newspaper and book retailing,2006-03,21546,A3349924R,1.8
Northern Territory,Newspaper and book retailing,2006-04,21547,A3349924R,1.8
Northern Territory,Newspaper and book retailing,2006-05,21548,A3349924R,2.0
Northern Territory,Newspaper and book retailing,2006-06,21549,A3349924R,2.2
Northern Territory,Newspaper and book retailing,2006-07,21550,A3349924R,2.5
Northern Territory,Newspaper and book retailing,2006-08,21551,A3349924R,2.3
Northern Territory,Newspaper and book retailing,2006-09,21552,A3349924R,2.2
Northern Territory,Newspaper and book retailing,2006-10,21553,A3349924R,2.7
Northern Territory,Newspaper and book retailing,2006-11,21554,A3349924R,2.6
Northern Territory,Newspaper and book retailing,2006-12,21555,A3349924R,3.3
Northern Territory,Newspaper and book retailing,2007-01,21556,A3349924R,1.9
Northern Territory,Newspaper and book retailing,2007-02,21557,A3349924R,2.0
Northern Territory,Newspaper and book retailing,2007-03,21558,A3349924R,2.0
Northern Territory,Newspaper and book retailing,2007-04,21559,A3349924R,2.1
Northern Territory,Newspaper and book retailing,2007-05,21560,A3349924R,2.4
Northern Territory,Newspaper and book retailing,2007-06,21561,A3349924R,2.5
Northern Territory,Newspaper and book retailing,2007-07,21562,A3349924R,2.5
Northern Territory,Newspaper and book retailing,2007-08,21563,A3349924R,2.4
Northern Territory,Newspaper and book retailing,2007-09,21564,A3349924R,2.4
Northern Territory,Newspaper and book retailing,2007-10,21565,A3349924R,2.6
Northern Territory,Newspaper and book retailing,2007-11,21566,A3349924R,2.6
Northern Territory,Newspaper and book retailing,2007-12,21567,A3349924R,3.7
Northern Territory,Newspaper and book retailing,2008-01,21568,A3349924R,2.0
Northern Territory,Newspaper and book retailing,2008-02,21569,A3349924R,2.3
Northern Territory,Newspaper and book retailing,2008-03,21570,A3349924R,2.3
Northern Territory,Newspaper and book retailing,2008-04,21571,A3349924R,3.2
Northern Territory,Newspaper and book retailing,2008-05,21572,A3349924R,3.9
Northern Territory,Newspaper and book retailing,2008-06,21573,A3349924R,3.7
Northern Territory,Newspaper and book retailing,2008-07,21574,A3349924R,4.0
Northern Territory,Newspaper and book retailing,2008-08,21575,A3349924R,3.7
Northern Territory,Newspaper and book retailing,2008-09,21576,A3349924R,3.6
Northern Territory,Newspaper and book retailing,2008-10,21577,A3349924R,3.6
Northern Territory,Newspaper and book retailing,2008-11,21578,A3349924R,3.3
Northern Territory,Newspaper and book retailing,2008-12,21579,A3349924R,4.7
Northern Territory,Newspaper and book retailing,2009-01,21580,A3349924R,3.6
Northern Territory,Newspaper and book retailing,2009-02,21581,A3349924R,2.8
Northern Territory,Newspaper and book retailing,2009-03,21582,A3349924R,2.9
Northern Territory,Newspaper and book retailing,2009-04,21583,A3349924R,2.7
Northern Territory,Newspaper and book retailing,2009-05,21584,A3349924R,3.0
Northern Territory,Newspaper and book retailing,2009-06,21585,A3349924R,3.1
Northern Territory,Newspaper and book retailing,2009-07,21586,A3349924R,3.1
Northern Territory,Newspaper and book retailing,2009-08,21587,A3349924R,3.0
Northern Territory,Newspaper and book retailing,2009-09,21588,A3349924R,2.8
Northern Territory,Newspaper and book retailing,2009-10,21589,A3349924R,2.3
Northern Territory,Newspaper and book retailing,2009-11,21590,A3349924R,2.5
Northern Territory,Newspaper and book retailing,2009-12,21591,A3349924R,3.7
Northern Territory,Newspaper and book retailing,2010-01,21592,A3349924R,2.3
Northern Territory,Newspaper and book retailing,2010-02,21593,A3349924R,1.7
Northern Territory,Newspaper and book retailing,2010-03,21594,A3349924R,1.7
Northern Territory,Newspaper and book retailing,2010-04,21595,A3349924R,1.6
Northern Territory,Newspaper and book retailing,2010-05,21596,A3349924R,2.0
Northern Territory,Newspaper and book retailing,2010-06,21597,A3349924R,1.9
Northern Territory,Newspaper and book retailing,2010-07,21598,A3349924R,2.7
Northern Territory,Newspaper and book retailing,2010-08,21599,A3349924R,2.4
Northern Territory,Newspaper and book retailing,2010-09,21600,A3349924R,2.3
Northern Territory,Newspaper and book retailing,2010-10,21601,A3349924R,2.4
Northern Territory,Newspaper and book retailing,2010-11,21602,A3349924R,2.4
Northern Territory,Newspaper and book retailing,2010-12,21603,A3349924R,3.1
Northern Territory,Newspaper and book retailing,2011-01,21604,A3349924R,3.0
Northern Territory,Newspaper and book retailing,2011-02,21605,A3349924R,2.7
Northern Territory,Newspaper and book retailing,2011-03,21606,A3349924R,2.9
Northern Territory,Newspaper and book retailing,2011-04,21607,A3349924R,2.8
Northern Territory,Newspaper and book retailing,2011-05,21608,A3349924R,2.8
Northern Territory,Newspaper and book retailing,2011-06,21609,A3349924R,2.8
Northern Territory,Newspaper and book retailing,2011-07,21610,A3349924R,2.8
Northern Territory,Newspaper and book retailing,2011-08,21611,A3349924R,2.8
Northern Territory,Newspaper and book retailing,2011-09,21612,A3349924R,2.8
Northern Territory,Newspaper and book retailing,2011-10,21613,A3349924R,2.8
Northern Territory,Newspaper and book retailing,2011-11,21614,A3349924R,2.8
Northern Territory,Newspaper and book retailing,2011-12,21615,A3349924R,3.5
Northern Territory,Newspaper and book retailing,2012-01,21616,A3349924R,2.4
Northern Territory,Newspaper and book retailing,2012-02,21617,A3349924R,2.3
Northern Territory,Newspaper and book retailing,2012-03,21618,A3349924R,2.4
Northern Territory,Newspaper and book retailing,2012-04,21619,A3349924R,1.9
Northern Territory,Newspaper and book retailing,2012-05,21620,A3349924R,2.1
Northern Territory,Newspaper and book retailing,2012-06,21621,A3349924R,2.0
Northern Territory,Newspaper and book retailing,2012-07,21622,A3349924R,2.2
Northern Territory,Newspaper and book retailing,2012-08,21623,A3349924R,2.2
